0.000000000000000000e+00 -9.235177993774414118e-03 -1.759181976318359344e-03 -1.998961785575865520e+02 1.905819295320534179e+00 4.527431758042015808e+00
0.000000000000000000e+00 9.676284790039063090e-04 8.316621780395508151e-04 -2.009514120655903469e+02 -6.568338052943512029e-01 2.892293573041459176e+00
0.000000000000000000e+00 5.493303298950195056e-03 -1.922122955322265589e-03 -1.974616919870459810e+02 -5.180755312194653683e+00 -1.325411081959930515e+00
0.000000000000000000e+00 -1.443537712097168069e-03 9.698942184448241730e-03 -1.994207257848442225e+02 -4.410795649165420440e-01 -2.072239523498141889e+00
0.000000000000000000e+00 9.556579589843750390e-04 1.447677612304687515e-06 -1.994460376707974092e+02 6.158300947120450175e+00 9.645981080019309317e+00
0.000000000000000000e+00 -8.413332939147949441e-03 2.792067527770996250e-03 -2.006636431568167325e+02 1.342194930836045241e+00 6.146573788957571338e+00
0.000000000000000000e+00 7.054145812988281243e-03 2.016300201416015760e-03 -2.020999527473628916e+02 1.459101551960043930e-01 3.587410556645906912e-01
0.000000000000000000e+00 2.136858940124511819e-03 5.434551239013671840e-03 -1.973772975246957060e+02 3.511757397401023884e+00 2.511584112454299689e+00
0.000000000000000000e+00 -3.833388328552246246e-03 -7.228197097778320604e-03 -2.004757547508924063e+02 -7.387637377340038114e+00 -5.534241506954842293e-01
0.000000000000000000e+00 -1.804557800292968866e-03 2.388316154479980594e-03 -2.012111201478988107e+02 -1.931629599485395365e+00 -9.211879822206260116e+00
0.000000000000000000e+00 3.110075950622558875e-03 6.598621368408203076e-03 -2.005921807861286368e+02 3.429801468306886925e+00 4.696774644787838682e+00
0.000000000000000000e+00 -3.440512657165527462e-03 4.558581352233886941e-03 -1.998388414173884087e+02 2.855219797360472045e-01 -2.270321364898659766e+00
0.000000000000000000e+00 -3.766708850860595644e-03 -1.353370666503906326e-03 -2.017066363560886941e+02 5.648952879070953337e+00 4.220462151301055398e-01
0.000000000000000000e+00 4.608449935913085885e-04 -8.603849411010741936e-04 -2.016322564858876660e+02 -1.305404041185096009e+00 1.126392389274783135e+01
0.000000000000000000e+00 4.126739501953124854e-05 9.405364990234374792e-03 -1.978467306075551164e+02 2.444313143593094484e+00 -3.225976707354721196e+00
0.000000000000000000e+00 7.809545516967773479e-03 -1.006269454956054774e-03 -1.978979993034415941e+02 1.678877915215903682e+00 2.976925893124982903e+00
0.000000000000000000e+00 1.769769668579101616e-03 5.177765846252441358e-03 -2.008322796698342643e+02 6.886677345061926747e-01 -4.466388440071370702e+00
0.000000000000000000e+00 2.200900077819824361e-03 8.224666595458984472e-03 -1.994513922256489877e+02 -1.855232473293868534e+00 -3.238969593664651203e+00
0.000000000000000000e+00 -2.318487167358398613e-04 3.719649314880371128e-03 -1.996093314714605071e+02 -3.045151817802463245e+00 -2.633292619286205838e+00
0.000000000000000000e+00 6.497335433959960547e-04 7.434570312500000423e-03 -2.039781925032428376e+02 3.369319731280714603e+00 -1.473424886268932976e+00
0.000000000000000000e+00 2.024753570556640792e-03 -4.934173583984374778e-03 -1.985299695953089838e+02 -6.073196308729798432e+00 3.705677773683009324e+00
0.000000000000000000e+00 3.480720520019531017e-05 1.217426300048828200e-03 -2.002183419436354939e+02 -4.245339250344728477e+00 2.808177194101122431e+00
0.000000000000000000e+00 -1.544016838073730474e-03 -9.204940795898437214e-04 -2.000290159061823090e+02 -5.416521749664223506e+00 -7.931901811895061272e-01
0.000000000000000000e+00 -1.171649932861328200e-03 -6.557817459106445859e-04 -2.001459818447131340e+02 -7.802033098314647974e-01 2.457923223485104780e-02
0.000000000000000000e+00 2.330949783325195201e-03 2.287546157836914222e-03 -2.004339786875354434e+02 -6.031327823387954368e+00 5.829724378084432779e+00
0.000000000000000000e+00 -1.331686019897460960e-03 -7.792060375213623151e-03 -2.007446816219715515e+02 2.926643858873239079e+00 -2.010984379721110660e+00
0.000000000000000000e+00 3.000231742858886722e-03 7.913446426391601259e-04 -1.992269712202040068e+02 2.341989261174584502e+00 -7.175742102325773919e-01
0.000000000000000000e+00 -6.598577499389648993e-04 -1.137068748474121200e-03 -1.977644672147556264e+02 1.755855955247207945e+00 4.901768138127625463e+00
0.000000000000000000e+00 2.383951187133788972e-03 -8.039454460144042358e-03 -2.010464984911832573e+02 -5.107734417086174261e+00 1.093415518364955119e+01
0.000000000000000000e+00 -4.844055175781250338e-04 -3.555986404418945510e-03 -1.977461251897007344e+02 3.152819907668277466e+00 -4.513055211958491242e+00
0.000000000000000000e+00 -7.053349494934081990e-03 4.358716964721679604e-03 -1.983997408597199978e+02 4.782867978434920175e+00 -3.058139569692440940e+00
0.000000000000000000e+00 -7.857871055603028038e-03 5.973901748657226484e-04 -2.003789883700713403e+02 3.327162439296265983e+00 3.461905562092893796e+00
0.000000000000000000e+00 -2.554588317871093702e-04 1.451173782348632755e-03 -1.979779723692560651e+02 5.859032755426312605e-02 -3.474807448214735306e+00
0.000000000000000000e+00 1.353302955627441349e-03 -4.095484733581542663e-03 -1.980200040356938587e+02 -4.210453058476753441e+00 -1.115424255341516258e+01
0.000000000000000000e+00 5.047370910644530945e-03 -5.447004795074462946e-03 -1.999571400989312906e+02 -1.119498256251087176e-01 -6.808375777049632260e-01
